subject,overall (rmse),< 70 (rmse),70 - 180 (rmse),> 180 (rmse),overall (mae),< 70 (mae),70 - 180 (mae),> 180 (mae),CEG_zoneA,CEG_zoneB,CEG_zoneC,CEG_zoneD,CEG_zoneE
Dexcom_008,15.18700503559604,20.253086184579377,15.108899043709798,,10.293089430894309,16.1875,10.215403624382208,,86.46341463414635,12.764227642276424,0.0,0.7723577235772358,0.0
Dexcom_009,16.335231587944524,,14.40001137397185,39.84223939996396,10.811928602525033,,9.860782529572338,31.92929292929293,91.162385720505,8.837614279494993,0.0,0.0,0.0
Dexcom_002,18.738982166638593,,18.204164310995143,41.41376582731882,13.53783912422656,,13.211009174311927,36.1,85.53069966682531,14.469300333174678,0.0,0.0,0.0
Dexcom_016,17.63773732023974,9.0,17.6406373289424,,12.56,9.0,12.561582925744775,,81.6,18.355555555555554,0.0,0.044444444444444446,0.0
Dexcom_003,15.835073797479717,34.37828772156441,15.244126251187707,42.09051093905978,9.618213660245184,26.933333333333334,9.28342958685029,37.05555555555556,88.17863397548162,11.29597197898424,0.0,0.5253940455341506,0.0
Dexcom_015,11.432760053613222,29.50786820009683,11.292920851121433,,7.89554062309102,25.571428571428573,7.8196319018404905,,92.91386682956629,6.719609040928527,0.0,0.3665241295051924,0.0
Dexcom_001,13.812462244367023,46.834053544707956,13.405144695601162,,8.845458120330319,37.857142857142854,8.684855674179518,,89.50058985450255,10.027526543452616,0.0,0.47188360204482893,0.0
Dexcom_014,17.671792371736444,,16.701038362797814,55.10058143136126,11.523980277902286,,11.098003629764065,46.2962962962963,85.74630210667861,14.253697893321378,0.0,0.0,0.0
Dexcom_010,21.826887380701912,46.05741758159824,19.14620874316761,46.81391409817694,14.062234794908063,34.885714285714286,12.667670682730924,35.861702127659576,78.54785478547855,20.13201320132013,0.0,1.3201320132013201,0.0
Dexcom_004,14.166201589500655,16.941074346097416,13.621425515808056,49.76946855251722,9.610438024231128,16.5,9.359022556390977,45.857142857142854,89.00279589934762,10.81081081081081,0.0,0.1863932898415657,0.0
Dexcom_005,12.210231929800825,,12.181378359273806,44.0,7.825984251968504,,7.811736904293029,44.0,92.48031496062991,7.519685039370079,0.0,0.0,0.0
Dexcom_011,16.48619860119918,,15.161678613050059,45.86453483417831,11.026278409090908,,10.510715583000364,33.55555555555556,88.99147727272727,11.008522727272728,0.0,0.0,0.0
Dexcom_007,13.52597622693946,15.46180506054636,13.283791268815454,33.71283962462307,8.412060301507537,11.269662921348315,8.193208990913439,31.0,87.25445408862494,9.867519415258108,0.0,2.8780264961169486,0.0
Dexcom_013,19.190786706548632,,16.88886575856646,55.73289129781258,11.811167512690355,,10.800732217573222,45.12068965517241,86.7005076142132,13.2994923857868,0.0,0.0,0.0
Dexcom_012,15.948343901565904,,15.542592199080534,34.42883715123424,10.091036414565826,,9.89115002366304,24.655172413793103,89.86928104575163,10.130718954248366,0.0,0.0,0.0
Dexcom_006,17.7928630647084,,15.436180401875315,36.14913021615617,11.258280479210711,,10.204942965779468,24.576923076923077,88.3016208597604,11.698379140239606,0.0,0.0,0.0
