subject,overall,< 70,70 - 180,> 180
Dexcom_008,27.245230667960815,38.09545617437283,27.073211656166865,
Dexcom_009,20.566133311536834,,19.033662578576358,42.07501827905671
Dexcom_002,28.686620310578164,,28.466765290665474,41.113959743606365
Dexcom_016,30.50752666068448,105.3333333333333,30.4333642949389,
Dexcom_003,22.010275936577923,37.475374312339795,21.720879772845507,36.06220639837931
Dexcom_015,19.01459491534587,45.19618731285912,18.82379339814547,
Dexcom_001,23.99462208521475,57.36354086015725,23.679382431643194,
Dexcom_014,25.885765731976033,,25.03247913075391,64.93616303034017
Dexcom_010,29.160727554410208,51.804917122993594,27.364304956131665,48.161631071750286
Dexcom_004,21.915822680551578,8.318340774446847,21.571160602936455,53.62822560608864
Dexcom_005,18.062730974606907,,18.065813480360312,6.595668540808106
Dexcom_011,21.745297825235284,,20.802598801151714,47.17621456243553
Dexcom_007,18.238433650105794,16.937726175835152,18.06487093736644,47.42367280141119
Dexcom_013,26.06592318997653,,24.00235325123608,63.917208082482034
Dexcom_012,25.18649825406638,,25.11646002649679,29.85066562428695
Dexcom_006,23.49198298588294,,21.444457464484948,41.41557775614883
