subject,overall,< 70,70 - 180,> 180
1012,25.573909997568187,22.72471009671173,26.250106852279625,25.06387039872473
1006,20.420035134936555,21.62396655676847,21.69836082090434,19.211292135369717
1007,18.725964574602006,11.776336665668058,19.68469812066019,24.473967020660858
1005,24.656218540356754,12.382054202441099,24.39457968423317,27.277352461466286
1011,26.047869159663435,20.333139514103568,27.19669328771723,25.72533287788231
1010,21.03141133803579,11.261643547218824,17.36151995074164,23.73270865282764
1004,23.338797370886493,24.200000000000017,18.835860434232156,27.33138951110444
1001,21.985636756379403,14.788779530441323,18.68465495119354,23.872843358092062
1003,21.619331158944764,10.257030109474508,18.581166099825403,28.95464860474352
1002,14.943139262497304,9.797153652356133,15.250621040640844,17.83332043902074
1009,23.253856968368183,6.670832032063154,13.109807366255534,34.38677777620287
1008,18.825999370540888,9.955288934921867,16.420307137398083,21.233197110125136
